"name","split","no","class","team","conference","pos","gp","gs","ab","pa","r","h","2b","3b","hr","rbi","tb","k","bb","hbp","sf","sh","cs","sb","dp","avg","obp","slg","ops","iso","babip","woba","k%","bb%","hr%","rc"
"Patrick Arndt","ALL","21","Jr","Chicago St.","WAC","INF","40","34","117","134","11","27","6","0","1","17","36","24","14","1","1","1","4","5","4",".231",".316",".308",".624",".077",".280",".283",".179",".104",".007","10.67"
"Patrick Bailey","ALL","5","So","NC State","ACC","C","60","60","236","282","50","68","17","3","10","46","121","43","41","1","4","0","0","1","8",".288",".390",".513",".903",".225",".310",".391",".152",".145",".035","45.92"
"Patrick Causa","ALL","16","Sr","Mount St. Mary's","NEC","INF","47","47","169","217","49","68","12","2","12","39","120","22","39","6","3","0","5","9","4",".402",".521",".710","1.231",".308",".406",".517",".101",".180",".055","56.60"
"Patrick Donohue","ALL","4","Sr","Valparaiso","MVC","INF","24","16","54","64","3","10","1","0","0","2","11","14","9","1","0","0","0","3","3",".185",".312",".204",".516",".019",".250",".253",".219",".141",".000","3.90"
"Patrick Ferguson","ALL","38","Jr","Kent St.","MAC","INF","29","22","78","97","12","12","3","0","2","8","21","25","16","0","3","0","0","2","2",".154",".289",".269",".558",".115",".185",".261",".258",".165",".021","6.82"
"Patrick Frick","ALL","5","Jr","Wake Forest","ACC","INF","55","53","214","260","61","77","14","0","4","38","103","24","38","3","3","2","1","7","5",".360",".457",".481",".938",".121",".386",".412",".092",".146",".015","49.64"
"Patrick Lagravinese","ALL","3","Sr","Albany (NY)","America East","INF","49","47","177","206","29","50","12","7","1","25","79","19","21","2","4","2","0","7","2",".282",".358",".446",".804",".164",".304",".346",".092",".102",".005","30.88"
"Patrick Lightner","ALL","1","Jr","Marist","MAAC","INF","19","14","53","64","14","17","2","0","0","10","19","14","9","1","0","1","3","3","0",".321",".429",".358",".787",".038",".436",".357",".219",".141",".000","9.17"
"Patrick McColl","ALL","31","Sr","Harvard","Ivy League","1B","43","43","181","203","47","70","16","3","12","47","128","33","17","4","1","0","2","5","3",".387",".448",".707","1.155",".320",".423",".491",".163",".084",".059","49.92"
"Patrick Sullivan","ALL","14","Jr","Georgia","SEC","1B","50","48","175","204","16","46","8","0","3","24","63","22","24","1","3","1","0","0","4",".263",".350",".360",".710",".097",".281",".318",".108",".118",".015","23.89"
"Patrick W. Smith","ALL","41","So","Purdue","Big Ten","OF","15","4","19","20","0","1","0","0","0","3","1","7","0","1","0","0","0","0","0",".053",".100",".053",".153",".000",".083",".081",".350",".000",".000","-1.02"
"Patrick Wheeler","ALL","11","Jr","Charlotte","C-USA","OF","32","18","58","73","10","10","1","0","0","5","11","16","4","5","2","4","0","5","3",".172",".275",".190",".465",".017",".227",".214",".219",".055",".000","3.62"
"Paul Castillo","ALL","23","Jr","Jacksonville","ASUN","UT","11","6","24","29","3","6","0","0","0","5","6","8","4","0","0","1","0","1","0",".250",".357",".250",".607",".000",".375",".279",".276",".138",".000","3.05"
"Paul Estrada","ALL","9","Sr","Utah Valley","WAC","INF","32","31","117","132","14","24","4","0","1","11","31","21","12","2","1","0","0","0","2",".205",".288",".265",".553",".060",".240",".256",".159",".091",".008","9.37"
"Paul Franzoni","ALL","7","So","NJIT","ASUN","C","45","45","160","194","32","31","10","0","6","24","59","43","20","13","1","0","1","3","6",".194",".330",".369",".699",".175",".223",".319",".222",".103",".031","19.35"
"Paul Gomez","ALL","3","Sr","Missouri","SEC","INF","50","42","149","177","26","37","10","1","4","24","61","42","18","6","3","1","3","7","3",".248",".347",".409",".756",".161",".311",".334",".237",".102",".023","21.80"
"Paul Gozzo","ALL","9","Jr","UConn","AAC","C","35","27","103","118","16","29","9","0","4","13","50","35","10","3","1","1","0","0","1",".282",".359",".485",".844",".204",".385",".366",".297",".085",".034","17.58"
"Paul Kunst","ALL","6","Jr","San Diego","WCC","OF","42","33","128","144","22","37","4","0","4","17","53","17","9","2","2","3","1","4","3",".289",".340",".414",".754",".125",".303",".326",".118",".063",".028","18.68"
"Paul LaNoce","ALL","40","Fr","Lehigh","Patriot","OF","10","0","13","13","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1",".000",".000",".000",".000",".000",".000",".000",".154",".000",".000","-1.65"
"Paul McIntosh","ALL","34","So","West Virginia","Big 12","C","52","51","191","217","28","53","10","1","10","34","95","54","21","4","1","0","7","1","4",".277",".359",".497",".856",".220",".336",".374",".249",".097",".046","30.52"
"Paul Rouse","ALL","2","Jr","Central Ark.","Southland","OF","22","5","28","35","5","2","0","0","0","1","2","12","5","2","0","0","0","2","1",".071",".257",".071",".328",".000",".125",".191",".343",".143",".000","0.56"
"Paul Witt","ALL","2","Jr","VCU","Atlantic 10","INF","58","57","223","269","48","75","16","1","4","50","105","19","26","16","3","1","1","9","6",".336",".437",".471",".908",".135",".350",".401",".071",".097",".015","48.33"
"Pavin Parks","ALL","26","Sr","Kent St.","MAC","INF","54","54","206","250","37","56","13","0","11","44","102","40","36","3","4","1","5","5","5",".272",".382",".495",".877",".223",".283",".380",".160",".144",".044","37.93"
"Paxton Rigby","ALL","26","Jr","Georgia Tech","ACC","INF","10","0","9","10","0","1","0","0","0","1","1","2","0","0","1","0","0","0","0",".111",".100",".111",".211",".000",".125",".089",".200",".000",".000","-0.24"
"Paxton Wallace","ALL","15","So","Wichita St.","AAC","UT","57","57","227","254","36","58","13","0","9","35","98","55","20","5","2","0","3","4","7",".256",".327",".432",".759",".176",".297",".334",".217",".079",".035","30.00"
"Payton Harden","ALL","18","Fr","McNeese","Southland","OF","56","56","221","258","41","65","8","1","0","23","75","45","29","5","1","2","6","16","1",".294",".387",".339",".726",".045",".367",".330",".174",".112",".000","34.56"
"Payton Holdsworth","ALL","13","Jr","Charleston So.","Big South","UT","30","19","65","88","14","17","5","0","1","14","25","23","16","3","3","1","2","1","0",".262",".414",".385",".799",".123",".364",".357",".261",".182",".011","12.32"
"Payton Hoskins","ALL","12","Fr","UMES","MEAC","INF","35","26","73","84","8","16","2","2","0","6","22","21","7","2","0","2","0","1","1",".219",".305",".301",".606",".082",".308",".271",".250",".083",".000","7.41"
"Payton Marshall","ALL","19","Sr","Memphis","AAC","OF","46","43","144","178","32","45","11","1","3","32","67","42","25","3","1","5","0","5","1",".312",".422",".465",".887",".153",".420",".382",".236",".140",".017","30.63"
"Pearce Howard","ALL","35","So","New Orleans","Southland","OF","53","53","207","241","38","57","13","0","5","32","85","25","21","8","5","0","0","3","5",".275",".357",".411",".768",".135",".286",".340",".104",".087",".021","32.04"
"Pedro Castellano","ALL","29","Jr","UCF","AAC","INF","21","10","41","48","3","4","1","0","0","6","5","13","3","2","0","2","0","1","0",".098",".196",".122",".318",".024",".143",".155",".271",".063",".000","0.35"
"Pedro Pages","ALL","17","Jr","Fla. Atlantic","C-USA","C","60","58","226","279","47","70","11","0","6","43","99","45","43","5","5","0","0","0","15",".310",".423",".438",".861",".128",".356",".384",".161",".154",".022","41.87"
"Perry Hunt","ALL","5","Sr","N.C. A&T","MEAC","INF","28","28","107","127","11","29","5","0","3","19","43","31","14","4","1","1","1","7","2",".271",".373",".402",".775",".131",".351",".346",".244",".110",".024","17.73"
"Pete Derkay","ALL","10","Jr","Tennessee","SEC","UT","51","34","114","140","17","26","5","1","3","21","42","20","20","3","2","1","0","1","1",".228",".353",".368",".721",".140",".247",".324",".143",".143",".021","17.12"
"Pete Schuler","ALL","17","Sr","Kent St.","MAC","C","41","38","143","171","23","38","7","0","4","28","57","34","22","5","1","0","0","3","1",".266",".380",".399",".779",".133",".321",".351",".199",".129",".023","24.44"
"Pete Vaccaro","ALL","11","So","Evansville","MVC","INF","26","7","39","40","0","8","0","1","0","3","10","9","1","0","0","0","0","0","2",".205",".225",".256",".481",".051",".267",".214",".225",".025",".000","1.43"
"Peter Abinanti","ALL","5","Sr","St. John's (NY)","Big East","OF","39","26","98","127","14","27","3","0","0","7","30","16","15","6","1","7","2","3","1",".276",".400",".306",".706",".031",".325",".314",".126",".118",".000","15.44"
"Peter Ahn","ALL","16","Fr","Michigan St.","Big Ten","INF","13","0","8","11","2","0","0","0","0","0","0","6","2","1","0","0","0","0","0",".000",".273",".000",".273",".000",".000",".191",".545",".182",".000","0.09"
"Peter Battaglia","ALL","34","Jr","Niagara","MAAC","1B","47","47","161","199","30","42","7","3","10","32","85","36","23","12","3","0","3","1","1",".261",".387",".528",".915",".267",".271",".396",".181",".116",".050","33.21"
"Peter Brookshaw","ALL","2","Fr","North Dakota St.","Summit League","INF","42","42","164","197","23","44","12","1","0","25","58","33","28","2","1","2","3","10","6",".268",".379",".354",".733",".085",".333",".331",".168",".142",".000","23.79"
"Peter Brown","ALL","18","So","Middle Tenn.","C-USA","OF","19","12","49","52","6","10","0","1","1","5","15","11","2","0","1","0","0","2","0",".204",".231",".306",".537",".102",".237",".235",".212",".038",".019","3.88"
"Peter Burns","ALL","18","Fr","Boston College","ACC","C","39","30","109","129","16","23","2","0","0","6","25","20","14","3","0","3","2","0","2",".211",".317",".229",".546",".018",".258",".256",".155",".109",".000","8.81"
"Peter Dudunakis","ALL","3","So","Holy Cross","Patriot","INF","40","34","125","151","18","28","4","0","4","16","44","34","16","8","2","0","3","1","2",".224",".344",".352",".696",".128",".270",".318",".225",".106",".026","16.01"
"Peter Ferony","ALL","9","Sr","Saint Peter's","MAAC","3B","51","51","189","209","28","57","12","4","1","32","80","30","14","0","6","0","2","2","6",".302",".340",".423",".763",".122",".341",".331",".144",".067",".005","26.48"
"Peter Geib","ALL","43","Fr","Texas","Big 12","INF","15","6","25","28","1","2","0","0","0","0","2","13","3","0","0","0","0","0","1",".080",".179",".080",".259",".000",".167",".138",".464",".107",".000","-0.73"
"Peter Godrick","ALL","14","Fr","UMBC","America East","OF","32","12","44","52","7","7","2","0","0","3","9","16","3","3","0","2","0","6","1",".159",".260",".205",".465",".045",".250",".216",".308",".058",".000","2.90"
"Peter Jamieson","ALL","17","So","UMES","MEAC","INF","36","20","79","85","14","18","5","1","0","8","25","22","5","1","0","0","3","6","0",".228",".282",".316",".598",".089",".316",".268",".259",".059",".000","6.96"
"Peter Marren","ALL","15","So","Bucknell","Patriot","1B","18","8","36","46","6","9","0","0","0","3","9","5","3","7","0","0","0","3","1",".250",".413",".250",".663",".000",".290",".329",".109",".065",".000","5.83"
"Peter Matt","ALL","8","Jr","Penn","Ivy League","OF","41","41","195","223","46","64","10","6","1","35","89","21","19","3","3","3","3","14","6",".328",".391",".456",".847",".128",".358",".366",".094",".085",".004","36.01"
"Peter Perkins","ALL","44","Sr","Elon","CAA","OF","11","3","16","18","1","2","0","0","0","1","2","10","1","1","0","0","0","1","0",".125",".222",".125",".347",".000",".333",".177",".556",".056",".000","0.39"
"Peter Serruto","ALL","7","Fr","Rutgers","Big Ten","C","37","28","105","114","4","24","5","0","0","13","29","25","6","2","0","1","0","0","6",".229",".283",".276",".559",".048",".300",".253",".219",".053",".000","6.50"
"Peter Theodorellis","ALL","10","So","Fairleigh Dickinson","NEC","1B","17","2","2","3","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0",".500",".667",".500","1.167",".000","1.000",".527",".333",".333",".000","0.83"
"Peter Torres","ALL","13","Sr","Albany (NY)","America East","P","13","3","13","18","2","4","0","0","0","2","4","3","4","1","0","0","0","0","0",".308",".500",".308",".808",".000",".400",".391",".167",".222",".000","3.08"
"Peter Zimmermann","ALL","40","Jr","Missouri","SEC","INF","44","42","157","185","25","45","10","0","7","34","76","36","20","6","0","2","0","9","2",".287",".388",".484",".872",".197",".333",".381",".195",".108",".038","31.00"
"Peyton Burdick","ALL","88","Jr","Wright St.","Horizon","OF","59","59","214","286","79","87","18","3","15","72","156","35","60","7","5","0","3","24","5",".407",".538",".729","1.267",".322",".426",".528",".122",".210",".052","79.93"
"Peyton Cordova-Smith","ALL","31","Sr","SIUE","OVC","INF","47","47","156","195","31","44","10","0","2","23","60","41","35","1","1","2","0","0","4",".282",".415",".385",".800",".103",".368",".360",".210",".179",".010","27.73"
"Peyton Davis","ALL","33","So","Northwestern St.","Southland","INF","29","26","95","108","10","18","4","0","1","13","25","27","8","1","2","2","0","0","1",".189",".255",".263",".518",".074",".246",".231",".250",".074",".009","6.26"
"Peyton Deats","ALL","27","Fr","Kent St.","MAC","P","11","3","1","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",".000",".500",".000",".500",".000",".000",".345",".500",".500",".000","0.21"
"Peyton Faulkner","ALL","17","Jr","Southeast Mo. St.","OVC","OF","34","30","115","133","20","25","5","1","2","20","38","25","8","8","1","1","1","6","5",".217",".311",".330",".641",".113",".258",".290",".188",".060",".015","11.87"
"Peyton Johnson","ALL","24","So","McNeese","Southland","INF","4","0","2","3","0","0","0","0","0","1","0","2","0","0","0","1","0","0","0",".000",".000",".000",".000",".000",".000",".000",".667",".000",".000","-0.19"
"Peyton Lewis","ALL","39","Fr","Texas St.","Sun Belt","C","18","7","28","33","2","6","1","0","0","2","7","4","4","0","1","0","0","0","0",".214",".303",".250",".553",".036",".240",".257",".121",".121",".000","2.68"
"Peyton Sockwell","ALL","19","Sr","North Ala.","ASUN","SS","54","53","189","218","24","42","8","0","1","24","53","42","19","2","2","6","5","13","2",".222",".297",".280",".577",".058",".277",".258",".193",".087",".005","17.27"
"Peyton Sorrels","ALL","4","Sr","La Salle","Atlantic 10","INF","53","53","217","248","55","78","11","4","4","28","109","46","27","1","2","1","3","25","3",".359",".429",".502",".931",".143",".438",".406",".185",".109",".016","49.65"
"Peyton Stephens","ALL","31","So","Central Conn. St.","NEC","UT","51","46","171","197","26","40","7","1","6","23","67","58","22","0","1","3","4","5","4",".234",".320",".392",".712",".158",".315",".312",".294",".112",".030","20.57"
"Peyton Thomas","ALL","18","Fr","North Ala.","ASUN","3B","29","21","75","86","11","16","4","0","2","10","26","19","6","4","1","0","1","1","4",".213",".302",".347",".649",".133",".255",".293",".221",".070",".023","6.80"
"Peyton Wigginton","ALL","28","So","Middle Tenn.","C-USA","P","35","31","83","96","12","24","3","0","2","14","33","24","13","0","0","0","2","0","1",".289",".385",".398",".783",".108",".386",".353",".250",".135",".021","12.97"
"Phil Adams","ALL","14","Jr","Grambling","SWAC","OF","18","1","9","12","9","1","0","0","0","1","1","5","3","0","0","0","2","3","0",".111",".333",".111",".444",".000",".250",".247",".417",".250",".000","0.40"
"Phil Conti","ALL","5","Fr","William & Mary","CAA","INF","19","4","24","28","6","5","1","0","0","2","6","15","3","1","0","0","0","0","0",".208",".321",".250",".571",".042",".556",".272",".536",".107",".000","2.24"
"Philip Archer","ALL","33","Jr","Southern Ill.","MVC","INF","48","46","172","195","33","45","5","1","6","27","70","45","16","4","3","0","0","1","2",".262",".333",".407",".740",".145",".315",".327",".231",".082",".031","24.78"
"Philip Clarke","ALL","5","So","Vanderbilt","SEC","C","70","70","279","320","49","86","13","4","9","70","134","43","31","7","3","0","2","3","6",".308",".388",".480",".868",".172",".335",".380",".134",".097",".028","51.90"
"Philip Matulia","ALL","12","Fr","Louisiana Tech","C-USA","INF","26","15","42","56","10","9","1","0","2","8","16","18","9","4","1","0","1","0","2",".214",".393",".381",".774",".167",".304",".355",".321",".161",".036","6.65"
"Phillip Childs","ALL","28","So","UT Arlington","Sun Belt","OF","30","15","60","67","9","14","1","0","0","5","15","9","3","1","1","2","1","1","1",".233",".277",".250",".527",".017",".269",".233",".134",".045",".000","4.23"
"Phillip Cole","ALL","34","Fr","Appalachian St.","Sun Belt","OF","44","42","153","177","22","35","9","0","5","24","59","33","15","6","2","1","1","2","6",".229",".318",".386",".704",".157",".256",".312",".186",".085",".028","17.88"
"Phillip Dull","ALL","17","Fr","West Virginia","Big 12","UT","34","12","53","62","8","13","2","0","0","5","15","15","7","2","0","0","1","2","2",".245",".355",".283",".638",".038",".342",".300",".242",".113",".000","5.77"
"Phillip Glasser","ALL","2","Fr","Youngstown St.","Horizon","INF","49","48","184","223","30","49","8","2","0","20","61","49","27","3","2","7","4","9","3",".266",".366",".332",".698",".065",".358",".309",".220",".121",".000","25.61"
"Pierce Blohowiak","ALL","6","Fr","Yale","Ivy League","OF","30","20","83","97","20","20","4","0","0","4","24","22","7","2","1","4","3","7","0",".241",".312",".289",".601",".048",".323",".264",".227",".072",".000","8.57"
"Pierre Brewton","ALL","6","Jr","Alabama A&M","SWAC","INF","50","48","167","185","27","46","5","1","1","23","56","48","13","5","0","0","4","14","4",".275",".346",".335",".681",".060",".381",".310",".259",".070",".005","20.97"
"Pikai Winchester","ALL","9","Sr","Grand Canyon","WAC","INF","46","42","165","205","30","52","15","0","4","32","79","42","27","6","1","6","1","1","5",".315",".427",".479",".906",".164",".400",".389",".205",".132",".020","33.45"
"PJ Heintz","ALL","9","Fr","UNC Asheville","Big South","C","33","19","85","100","12","22","2","0","1","10","27","12","9","2","3","1","0","0","0",".259",".333",".318",".651",".059",".280",".292",".120",".090",".010","11.06"
"Porter Brown","ALL","27","Fr","TCU","Big 12","OF","16","16","61","74","18","17","3","0","0","3","20","15","10","3","0","0","1","7","0",".279",".405",".328",".733",".049",".370",".342",".203",".135",".000","10.78"
"Preston Faulkner","ALL","22","So","Southeastern La.","Southland","UT","60","60","242","278","47","66","17","1","11","48","118","62","24","10","2","0","0","5","2",".273",".360",".488",".848",".215",".322",".371",".223",".086",".040","43.17"
"Preston Hartsell","ALL","9","Fr","Southern California","Pac-12","OF","22","8","33","38","5","5","0","0","0","3","5","9","3","2","0","0","0","1","1",".152",".263",".152",".415",".000",".208",".209",".237",".079",".000","1.31"
"Preston Jones","ALL","33","Jr","Oregon St.","Pac-12","OF","51","32","123","155","23","28","6","0","2","16","40","27","13","9","3","7","2","7","4",".228",".338",".325",".663",".098",".268",".291",".174",".084",".013","15.20"
"Preston Miller","ALL","30","Fr","San Diego","WCC","UT","16","5","19","23","2","3","0","0","0","7","3","4","1","1","2","0","0","0","2",".158",".217",".158",".375",".000",".176",".177",".174",".043",".000","0.04"
"Preston Moore","ALL","27","Fr","Samford","SoCon","INF","57","47","165","188","13","37","14","0","2","20","57","58","15","5","2","1","1","1","8",".224",".305",".345",".650",".121",".327",".291",".309",".080",".011","14.96"
"Preston Pavlica","ALL","11","Sr","Grand Canyon","WAC","OF","56","54","201","244","43","57","13","4","11","40","111","57","35","5","3","0","3","22","1",".284",".398",".552",".950",".269",".338",".408",".234",".143",".045","46.56"
"Preston Pilat","ALL","32","Jr","Northern Ky.","Horizon","OF","31","24","98","119","17","24","5","0","5","10","44","40","17","1","2","1","0","2","0",".245",".356",".449",".805",".204",".345",".351",".336",".143",".042","17.07"
"Quentin Brown","ALL","17","Fr","La Salle","Atlantic 10","OF","20","20","71","81","9","17","1","0","1","14","21","9","7","2","1","0","1","2","1",".239",".321",".296",".617",".056",".258",".284",".111",".086",".012","7.70"
"Quentin Selma","ALL","26","So","California","Pac-12","INF","43","37","161","175","35","50","14","0","10","27","94","33","12","2","0","0","0","0","0",".311",".366",".584",".950",".273",".339",".409",".189",".069",".057","32.40"
"Quin Cotton","ALL","27","Jr","Grand Canyon","WAC","OF","59","59","251","285","55","83","21","4","4","37","124","35","23","9","0","2","6","8","7",".331",".406",".494",".900",".163",".373",".393",".123",".081",".014","47.19"
"Quincy Hamilton","ALL","10","So","Wright St.","Horizon","OF","43","13","65","77","16","13","0","1","1","8","18","6","11","1","0","0","1","1","1",".200",".325",".277",".602",".077",".207",".283",".078",".143",".013","6.82"
"Quincy McAfee","ALL","3","Jr","Pepperdine","WCC","INF","47","47","187","220","38","58","15","1","2","23","81","39","17","11","2","3","6","4","5",".310",".396",".433",".829",".123",".378",".364",".177",".077",".009","30.96"
"Quinn Ayers","ALL","4","Jr","Northern Colo.","WAC","UT","27","17","59","67","8","12","1","0","0","3","13","14","6","0","0","2","1","2","3",".203",".277",".220",".497",".017",".267",".227",".209",".090",".000","2.96"
"Quinn Buffington","ALL","5","Fr","ETSU","SoCon","OF","13","0","7","9","2","1","0","0","0","0","1","3","2","0","0","0","0","1","0",".143",".333",".143",".476",".000",".250",".252",".333",".222",".000","0.73"
"Quinn Hoffman","ALL","23","Jr","Harvard","Ivy League","INF","33","32","139","151","23","33","3","2","0","14","40","23","7","1","2","2","0","3","6",".237",".275",".288",".563",".050",".280",".248",".152",".046",".000","10.44"
"Quinn McKenna","ALL","35","So","Lehigh","Patriot","OF","40","27","88","112","13","13","4","0","3","9","26","43","16","4","0","4","0","2","1",".148",".306",".295",".601",".148",".238",".274",".384",".143",".027","8.94"
"Quinntin Perez","ALL","26","Jr","South Carolina","SEC","INF","25","21","59","86","14","10","1","0","1","5","14","24","15","9","1","2","1","1","0",".169",".405",".237",".642",".068",".257",".318",".279",".174",".012","9.32"
"R. Schreck","ALL","40","Fr","Duke","ACC","rf","32","21","77","89","4","14","4","1","0","5","20","30","10","1","0","1","1","0","1",".182",".284",".260",".544",".078",".298",".251",".337",".112",".000","5.38"
"R.J. Williams","ALL","1","Sr","Bowling Green","MAC","OF","22","17","55","65","8","17","3","0","0","6","20","14","9","1","0","0","4","3","0",".309",".415",".364",".779",".055",".415",".357",".215",".138",".000","8.71"
"Rafael Ramirez","ALL","18","Jr","Grambling","SWAC","INF","38","36","122","158","27","34","5","0","3","18","48","42","29","5","2","0","0","0","4",".279",".430",".393",".823",".115",".392",".376",".266",".184",".019","23.63"
"Raff Libuano","ALL","4","So","North Florida","ASUN","OF","16","5","25","31","5","5","0","0","0","0","5","7","3","2","0","1","1","1","0",".200",".333",".200",".533",".000",".278",".257",".226",".097",".000","2.23"
"Rafi Vazquez","ALL","36","Jr","Charlotte","C-USA","INF","53","51","173","199","29","50","8","0","12","45","94","65","15","7","4","0","3","0","3",".289",".362",".543",".905",".254",".380",".389",".327",".075",".060","31.78"
"Rahman Williams","ALL","3","Sr","Jackson St.","SWAC","INF","38","29","124","140","16","31","7","1","3","21","49","24","5","4","4","3","0","2","0",".250",".292",".395",".687",".145",".277",".292",".171",".036",".021","15.63"
"Rainer Ausmus","ALL","14","Sr","Kansas St.","Big 12","INF","38","27","94","116","14","19","6","1","0","7","27","39","13","6","0","3","0","0","2",".202",".336",".287",".623",".085",".345",".286",".336",".112",".000","10.06"
"Ramon Bramasco","ALL","8","Jr","Washington","Pac-12","INF","52","52","194","230","37","55","7","3","0","24","68","31","26","6","1","3","1","5","8",".284",".383",".351",".734",".067",".335",".331",".135",".113",".000","28.56"
"Ramon Garza","ALL","21","So","Cornell","Ivy League","INF","37","37","137","152","13","30","8","0","1","11","41","23","9","2","3","1","2","7","4",".219",".272",".299",".571",".080",".250",".254",".151",".059",".007","10.66"
"Ramon Jimenez","ALL","12","Fr","Boston College","ACC","INF","20","13","55","58","5","12","3","1","1","4","20","21","3","0","0","0","0","0","0",".218",".259",".364",".623",".145",".333",".273",".362",".052",".017","5.03"
"Ramon Padilla","ALL","29","Jr","Little Rock","Sun Belt","C","36","33","130","150","20","33","5","1","0","21","40","17","14","2","3","1","0","0","8",".254",".329",".308",".637",".054",".284",".287",".113",".093",".000","12.86"
"Ramzi Haddad","ALL","9","Jr","Princeton","Ivy League","INF","27","27","99","108","13","25","4","0","1","18","32","17","8","0","0","1","1","2","4",".253",".308",".323",".631",".071",".296",".282",".157",".074",".009","9.20"
"Randon Jernigan","ALL","4","Fr","Georgia","SEC","OF","54","36","113","137","24","28","3","0","1","12","34","40","13","3","1","7","3","11","1",".248",".338",".301",".639",".053",".370",".280",".292",".095",".007","14.05"
"Randy Bednar","ALL","16","So","Maryland","Big Ten","OF","58","58","243","280","48","70","19","2","12","55","129","54","29","2","5","1","3","12","8",".288",".362",".531",".893",".243",".319",".382",".193",".104",".043","44.40"
"Randy Taveras","ALL","26","Sr","Marist","MAAC","INF","46","43","171","204","35","54","7","1","1","22","66","33","21","9","2","1","2","18","2",".316",".414",".386",".800",".070",".381",".361",".162",".103",".005","33.23"
"Rankin Woley","ALL","4","Jr","Auburn","SEC","INF","64","64","256","283","36","71","17","1","3","45","99","68","19","5","3","0","0","2","10",".277",".336",".387",".723",".109",".362",".321",".240",".067",".011","31.80"
"Rashard Raine","ALL","4","Sr","Southern U.","SWAC","OF","12","3","17","19","2","1","0","0","0","2","1","10","1","0","1","0","0","2","1",".059",".105",".059",".164",".000",".125",".083",".526",".053",".000","-0.89"
"Raul Cabrera","ALL","4","Sr","Marshall","C-USA","3B","44","43","157","181","19","38","5","1","1","20","48","17","13","3","3","5","0","1","3",".242",".307",".306",".613",".064",".261",".270",".094",".072",".006","16.32"
"Raul Elguezabel","ALL","7","Jr","SIUE","OVC","INF","51","51","185","217","33","49","12","2","4","34","77","40","23","6","2","1","1","2","10",".265",".361",".416",".777",".151",".315",".344",".184",".106",".018","26.33"
"Raul Hernandez","ALL","25","Sr","Jackson St.","SWAC","1B","54","54","213","247","42","75","14","1","9","56","118","38","25","5","2","2","0","4","7",".352",".429",".554",".983",".202",".393",".423",".154",".101",".036","47.97"
"Raven Beeman","ALL","10","Sr","UMBC","America East","OF","45","41","140","160","23","44","8","0","5","15","67","36","17","2","1","0","1","3","2",".314",".394",".479",".873",".164",".390",".384",".225",".106",".031","26.53"
"Ray Alejo","ALL","2","Jr","UCF","AAC","OF","58","58","250","282","50","74","18","4","8","29","124","73","21","6","1","4","5","17","2",".296",".363",".496",".859",".200",".388",".369",".259",".074",".028","44.91"
"Ray Gil","ALL","16","So","Miami (FL)","ACC","INF","58","56","214","245","39","68","14","0","13","44","121","68","26","3","2","0","0","1","4",".318",".396",".565",".961",".248",".407",".415",".278",".106",".053","45.24"
"Ray Zuberer III","ALL","13","Jr","Western Ky.","C-USA","OF","54","53","216","251","42","48","9","2","7","28","82","52","28","5","2","0","0","6","4",".222",".323",".380",".703",".157",".258",".315",".207",".112",".028","28.40"
"Raymond Santiago","ALL","29","Sr","Alabama A&M","SWAC","INF","36","28","109","133","18","26","1","1","0","15","29","34","12","6","3","3","3","12","4",".239",".338",".266",".604",".028",".333",".277",".256",".090",".000","12.25"
"Reagan Teegarden","ALL","15","Jr","Virginia Tech","ACC","INF","21","20","66","81","13","14","2","0","0","11","16","17","14","0","1","0","1","0","3",".212",".346",".242",".588",".030",".280",".282",".210",".173",".000","6.12"
"Reagan Wright","ALL","45","Sr","Jacksonville","ASUN","C","35","29","90","121","15","20","1","0","1","13","24","20","20","7","0","4","2","2","1",".222",".402",".267",".669",".044",".275",".316",".165",".165",".008","13.51"
"Reece Armitage","ALL","24","So","Marist","MAAC","OF","51","50","182","224","35","49","12","1","3","31","72","34","32","6","3","1","1","7","4",".269",".390",".396",".786",".126",".311",".352",".152",".143",".013","31.58"
"Reed Massey","ALL","15","Sr","Wofford","SoCon","INF","45","30","114","127","19","28","5","2","0","24","37","21","2","1","4","6","1","6","5",".246",".256",".325",".581",".079",".289",".239",".165",".016",".000","8.91"
"Reed Smith","ALL","5","So","Troy","Sun Belt","INF","48","41","151","170","22","35","6","3","4","16","59","49","10","5","1","3","4","5","1",".232",".299",".391",".690",".159",".313",".300",".288",".059",".024","17.45"
"Reese Albert","ALL","23","So","Florida St.","ACC","OF","46","46","166","205","33","47","6","3","9","35","86","49","27","6","6","0","1","2","1",".283",".390",".518",".908",".235",".333",".391",".239",".132",".044","35.45"
"Reese Alexiades","ALL","27","So","Pepperdine","WCC","OF","42","33","117","135","13","26","4","2","1","28","37","31","13","1","4","0","2","0","4",".222",".296",".316",".612",".094",".281",".274",".230",".096",".007","10.41"
"Reese Durand","ALL","1","Fr","Lamar University","Southland","OF","38","34","125","139","13","34","1","4","1","11","46","29","10","0","2","2","1","0","3",".272",".321",".368",".689",".096",".340",".300",".209",".072",".007","15.17"
"Reese Johnson","ALL","12","Fr","Sam Houston St.","Southland","INF","26","14","58","67","8","9","0","1","1","6","14","13","4","4","1","0","0","3","2",".155",".254",".241",".495",".086",".178",".233",".194",".060",".015","3.66"
