"name","split","no","class","team","conference","pos","gp","gs","ab","pa","r","h","2b","3b","hr","rbi","tb","k","bb","hbp","sf","sh","cs","sb","dp","avg","obp","slg","ops","iso","babip","woba","k%","bb%","hr%","rc"
"Saul Rufino","ALL","9","So","Bloomfield","CACC","OF","26","4","22","27","5","6","0","0","0","4","6","6","3","1","0","1","0","2","0",".273",".385",".273",".658",".000",".375",".301",".222",".111",".000","3.45"
"Savon Doolittle","ALL","20","So","Paine","SIAC","P","25","12","30","34","3","7","2","0","0","8","9","4","3","0","1","0","0","4","1",".233",".294",".300",".594",".067",".259",".266",".118",".088",".000","3.21"
"Sawyer Overhoff","ALL","21","So","Gannon","PSAC","INF","6","1","6","8","0","1","0","0","0","0","1","3","1","1","0","0","0","0","1",".167",".375",".167",".542",".000",".333",".288",".375",".125",".000","0.33"
"Sawyer Price","ALL","14","Jr","Southern Wesleyan","Conference Carolinas","INF","23","18","58","68","8","15","3","0","0","11","18","17","6","0","3","1","0","0","1",".259",".313",".310",".623",".052",".341",".274",".250",".088",".000","6.33"
"Sawyer Toole","ALL","20","Sr","Southwestern Okla.","GAC","OF","45","44","148","186","38","45","9","3","6","28","78","55","26","10","1","1","1","9","1",".304",".438",".527",".965",".223",".443",".420",".296",".140",".032","36.19"
"Scooter Ray","ALL","13","Fr","Lincoln Memorial","SAC","C","8","1","9","11","2","4","1","0","1","1","8","1","2","0","0","0","0","0","0",".444",".545",".889","1.434",".444",".429",".594",".091",".182",".091","3.59"
"Scott Finberg","ALL","18","Jr","Minn.-Crookston","NSIC","3B","47","47","168","182","23","41","13","0","6","29","72","51","6","3","3","2","0","0","8",".244",".278",".429",".707",".185",".307",".302",".280",".033",".033","16.88"
"Scott Garrow","ALL","30","So","Lewis","GLVC","OF","19","2","8","12","8","2","1","0","0","1","3","4","4","0","0","0","1","3","0",".250",".500",".375",".875",".125",".500",".410",".333",".333",".000","2.12"
"Scott Huntley","ALL","44","So","S.C. Aiken","Peach Belt","INF","30","15","56","75","17","15","1","0","0","10","16","16","16","1","0","2","1","1","0",".268",".438",".286",".724",".018",".375",".340",".213",".213",".000","10.09"
"Scott Kuczala","ALL","3","Jr","Pitt.-Johnstown","PSAC","OF","14","6","21","21","5","5","0","0","0","0","5","11","0","0","0","0","0","0","1",".238",".238",".238",".476",".000",".500",".212",".524",".000",".000","0.73"
"Scott Lucas","ALL","11","Jr","Pitt.-Johnstown","PSAC","OF","22","7","17","23","5","4","1","0","0","2","5","5","6","0","0","0","0","1","1",".235",".435",".294",".729",".059",".333",".351",".217",".261",".000","2.90"
"Scott Short","ALL","32","So","St. Mary's (TX)","Heartland","C","32","29","89","113","19","29","4","1","1","14","38","20","17","2","0","5","0","3","0",".326",".444",".427",".871",".101",".412",".376",".177",".150",".009","19.77"
"Scott Thompson","ALL","23","Sr","Pitt.-Johnstown","PSAC","C","41","41","120","142","16","31","6","3","4","27","55","31","18","4","0","0","2","2","5",".258",".373",".458",".831",".200",".318",".368",".218",".127",".028","19.44"
"Scottie Lee","ALL","11","Fr","Mars Hill","SAC","INF","40","39","139","166","34","39","4","0","8","31","67","35","14","11","2","0","2","10","5",".281",".386",".482",".868",".201",".316",".382",".211",".084",".048","26.40"
"Scotty Ingle","ALL","17","Sr","Colo. Christian","RMAC","INF","49","49","164","193","29","48","9","2","0","16","61","20","22","2","3","2","0","1","3",".293",".377",".372",".749",".079",".327",".333",".104",".114",".000","25.76"
"Scout Knotts","ALL","30","So","Shippensburg","PSAC","UT","39","39","115","139","24","35","7","0","8","23","66","25","15","7","2","0","1","1","2",".304",".410",".574",".984",".270",".321",".424",".180",".108",".058","26.11"
"Sean Birch","ALL","12","Fr","Saint Michael's","NE10","P","17","12","23","28","0","2","0","1","0","1","4","7","2","0","1","2","0","0","2",".087",".154",".174",".328",".087",".118",".139",".250",".071",".000","-0.51"
"Sean Coffey","ALL","6","Jr","Hawaii Pacific","PacWest","OF","44","44","165","206","30","62","10","1","0","27","74","10","21","8","7","5","1","3","9",".376",".453",".448",".901",".073",".383",".388",".049",".102",".000","35.16"
"Sean Deely","ALL","15","Sr","Wilmington (DE)","CACC","P","24","14","12","15","1","3","1","0","0","1","4","0","3","0","0","0","0","0","0",".250",".400",".333",".733",".083",".250",".341",".000",".200",".000","2.00"
"Sean Doherty","ALL","19","Fr","Southern N.H.","NE10","PH/3B","34","27","96","110","12","23","5","1","0","8","30","17","10","3","1","0","3","3","2",".240",".327",".312",".639",".073",".288",".292",".155",".091",".000","9.96"
"Sean Downey","ALL","99","So","Felician","CACC","3B","42","38","125","153","31","37","3","3","2","25","52","35","19","6","1","2","2","10","6",".296",".411",".416",".827",".120",".393",".367",".229",".124",".013","23.03"
"Sean Hogan","ALL","10","Jr","Molloy","ECC","C","44","44","161","188","22","56","9","0","2","32","71","11","20","3","4","0","1","0","6",".348",".420",".441",".861",".093",".355",".381",".059",".106",".011","30.40"
"Sean Houck","ALL","17","So","Palm Beach Atl.","Sunshine State","INF","49","48","169","215","26","47","3","0","0","15","50","19","21","5","4","16","3","5","3",".278",".367",".296",".663",".018",".305",".284",".088",".098",".000","23.02"
"Sean Jeffries","ALL","2","So","Jefferson","CACC","2B","1","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000","1.000",".000",".000","-0.11"
"Sean Lawlor","ALL","25","Jr","Flagler","Peach Belt","INF","49","49","182","213","36","56","12","1","7","44","91","61","22","5","4","0","1","4","1",".308",".390",".500",".890",".192",".415",".387",".286",".103",".033","36.36"
"Sean McQuillan","ALL","8","So","S.C. Aiken","Peach Belt","OF","52","50","187","218","39","59","4","0","1","28","66","40","22","5","1","3","4","22","0",".316",".400",".353",".753",".037",".395",".340",".183",".101",".005","33.38"
"Sean Nemetz","ALL","4","Fr","Hillsdale","G-MAC","C","13","7","21","26","2","3","0","0","0","2","3","7","5","0","0","0","1","0","0",".143",".308",".143",".451",".000",".214",".235",".269",".192",".000","1.08"
"Sean Parsons","ALL","20","Jr","North Greenville","Conference Carolinas","UT","38","12","67","76","14","15","2","0","4","12","29","28","8","1","0","0","0","0","0",".224",".316",".433",".749",".209",".314",".331",".368",".105",".053","9.43"
"Sean Robinson","ALL","37","So","Holy Names","PacWest","OF","10","0","8","8","0","3","0","0","0","2","3","3","0","0","0","0","0","0","0",".375",".375",".375",".750",".000",".600",".334",".375",".000",".000","1.20"
"Sean Sutay","ALL","16","Fr","Southern Wesleyan","Conference Carolinas","INF","31","27","76","96","11","22","0","0","0","8","22","18","5","7","1","7","1","2","3",".289",".382",".289",".671",".000",".373",".292",".188",".052",".000","10.17"
"Sebastian Oetterer","ALL","13","Fr","Saint Michael's","NE10","C","37","37","139","158","17","26","6","1","0","21","34","42","14","2","1","2","2","1","0",".187",".269",".245",".514",".058",".265",".236",".266",".089",".000","9.17"
"Sebastian Samuels","ALL","40","Jr","Montevallo","Gulf South","INF","48","43","164","191","31","39","5","2","10","33","78","45","20","6","1","0","0","2","7",".238",".340",".476",".816",".238",".264",".358",".236",".105",".052","25.39"
"Sergio Rey","ALL","3","Jr","Cal St. San B'dino","CCAA","C","28","25","80","89","9","20","3","0","0","5","23","8","7","1","0","1","0","0","4",".250",".318",".287",".605",".038",".278",".275",".090",".079",".000","7.02"
"Seth Bennett","ALL","47","Fr","Ky. Wesleyan","G-MAC","OF","6","0","5","5","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".600",".000",".000","-0.53"
"Seth Caballes","ALL","11","So","Valdosta St.","Gulf South","C","33","24","83","103","12","18","0","0","0","12","18","18","8","6","1","5","0","0","4",".217",".327",".217",".544",".000",".273",".251",".175",".078",".000","6.91"
"Seth Crummer","ALL","9","Jr","Nyack","CACC","dh","8","2","3","3","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".667",".000",".000","-0.32"
"Seth DeHaven","ALL","1","Sr","Tusculum","SAC","OF","45","44","131","168","34","34","5","3","1","24","48","38","24","3","3","7","2","16","1",".260",".379",".366",".745",".107",".347",".323",".226",".143",".006","23.42"
"Seth Gerardy","ALL","30","Jr","Rogers St.","Heartland","C","10","4","18","19","1","3","0","0","0","2","3","8","1","0","0","0","0","0","0",".167",".211",".167",".378",".000",".300",".177",".421",".053",".000","0.40"
"Seth Hartings","ALL","10","Jr","UNC Pembroke","Peach Belt","INF","15","10","39","43","2","6","0","0","0","2","6","14","3","0","0","1","0","1","0",".154",".214",".154",".368",".000",".240",".172",".326",".070",".000","1.03"
"Seth Hojnacki","ALL","40","So","Lynn","Sunshine State","C","6","0","6","7","1","2","0","0","0","3","2","3","1","0","0","0","0","0","0",".333",".429",".333",".762",".000",".667",".353",".429",".143",".000","1.06"
"Seth Hudgins","ALL","17","So","Southern Ark.","GAC","INF","3","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0",".000","1.000",".000","1.000",".000",".000",".720",".000",".000",".000","-0.02"
"Seth Hunt","ALL","20","Sr","Lincoln Memorial","SAC","INF","53","53","211","256","61","68","13","3","8","45","111","39","30","12","3","0","1","7","4",".322",".430",".526",".956",".204",".359",".417",".152",".117",".031","48.71"
"Seth Miller","ALL","43","Fr","Augustana (SD)","NSIC","dh","45","39","91","112","13","27","10","1","2","18","45","21","17","0","3","1","1","1","1",".297",".396",".495",".891",".198",".352",".381",".188",".152",".018","18.12"
"Seth Schroeder","ALL","46","Fr","Ashland","GLIAC","ph","22","11","53","60","9","16","1","0","0","6","17","11","6","0","1","0","0","0","1",".302",".367",".321",".688",".019",".372",".313",".183",".100",".000","7.22"
"Seth Scoville","ALL","7","Fr","Wheeling Jesuit","MEC","SS","11","5","15","18","3","3","0","0","0","1","3","11","3","0","0","0","0","0","0",".200",".333",".200",".533",".000",".750",".263",".611",".167",".000","1.36"
"Seth Siverson","ALL","28","Jr","Mary","NSIC","PH","6","2","5","7","4","0","0","0","0","0","0","4","1","1","0","0","0","1","0",".000",".286",".000",".286",".000",".000",".201",".571",".143",".000","0.24"
"Seth Spinn","ALL","17","Jr","Tex. A&M-Kingsville","Lone Star","cf","46","46","172","208","49","65","10","3","4","29","93","33","34","1","1","0","1","25","3",".378",".481",".541","1.022",".163",".449",".446",".159",".163",".019","48.24"
"Seth Stratton","ALL","40","Fr","Saginaw Valley","GLIAC","DH","25","8","39","49","4","7","0","0","0","5","7","9","7","2","1","0","0","0","0",".179",".327",".179",".506",".000",".226",".255",".184",".143",".000","3.65"
"Shamond Villaflor","ALL","25","Fr","Lane","SIAC","OF","1","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000","1.000",".000",".000","-0.11"
"Shane Connahan","ALL","2","Sr","Georgia College","Peach Belt","OF","37","24","103","117","14","27","4","1","0","16","33","17","10","0","2","2","1","4","4",".262",".322",".320",".642",".058",".307",".284",".145",".085",".000","11.05"
"Shane Gipson","ALL","6","Jr","Cal Poly Pomona","CCAA","C","1","0","2","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0",".500",".500",".500","1.000",".000",".500",".445",".000",".000",".000","0.50"
"Shane Hersh","ALL","25","Jr","Concordia (CA)","PacWest","INF","26","18","65","76","7","13","3","1","0","7","18","10","7","0","2","2","1","2","2",".200",".270",".277",".547",".077",".228",".240",".132",".092",".000","4.71"
"Shane O'Halloran","ALL","33","So","Stonehill","NE10","RF","15","10","37","42","8","11","1","0","0","5","12","11","2","0","1","2","0","1","1",".297",".325",".324",".649",".027",".407",".275",".262",".048",".000","4.29"
"Shane Shepherd","ALL","16","Fr","Southern Nazarene","GAC","INF","2","0","2","3","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0",".000",".333",".000",".333",".000",".000",".230",".667",".333",".000","0.10"
"Shannon Glover","ALL","6","Jr","Winston-Salem","DII Independent","C","36","29","75","97","15","12","2","0","1","13","17","30","14","6","2","0","0","2","0",".160",".330",".227",".557",".067",".239",".275",".309",".144",".010","8.19"
"Shaq Robinson","ALL","38","Sr","San Fran. St.","CCAA","INF","36","33","109","134","17","30","5","1","0","17","37","14","10","5","6","4","4","2","5",".275",".346",".339",".685",".064",".297",".297",".104",".075",".000","12.88"
"Shawn Boston","ALL","47","Jr","American Int'l","NE10","3B","10","3","12","17","1","1","0","0","0","0","1","4","3","2","0","0","0","0","0",".083",".353",".083",".436",".000",".125",".259",".235",".176",".000","1.04"
"Shawn Grandmont","ALL","21","Jr","Northwest Nazarene","Great Northwest","3B","48","46","151","189","33","39","14","3","2","34","65","45","21","13","4","0","1","14","0",".258",".386",".430",".816",".172",".343",".362",".238",".111",".011","29.70"
"Shawn Harrison","ALL","39","Jr","Barton","Conference Carolinas","2b","32","17","49","62","14","13","2","0","0","6","15","14","11","1","1","0","0","2","1",".265",".403",".306",".709",".041",".361",".333",".226",".177",".000","8.04"
"Shawn Pass","ALL","9","Jr","Davis & Elkins","G-MAC","P","42","40","131","154","16","34","8","0","1","13","45","21","16","2","2","3","3","5","2",".260",".344",".344",".688",".084",".297",".305",".136",".104",".006","16.70"
"Shawn Porthan","ALL","5","Jr","Cal St. San B'dino","CCAA","UT","37","29","96","117","13","22","2","0","3","9","33","19","16","4","0","1","2","6","1",".229",".362",".344",".706",".115",".257",".324",".162",".137",".026","14.11"
"Shawn Rigsby","ALL","21","So","Wis.-Parkside","GLIAC","UT","45","45","143","178","21","29","6","0","4","20","47","29","20","10","0","5","2","6","1",".203",".341",".329",".670",".126",".227",".303",".163",".112",".022","18.78"
"Shawn Tober","ALL","34","Fr","St. Mary's (TX)","Heartland","UT","5","0","1","3","3","0","0","0","0","0","0","0","1","1","0","0","0","0","0",".000",".667",".000",".667",".000",".000",".470",".000",".333",".000","0.56"
"Shay Whitcomb","ALL","6","So","UC San Diego","CCAA","INF","57","57","229","271","44","72","25","1","11","42","132","39","30","8","3","1","0","2","9",".314",".407",".576",".983",".262",".335",".421",".144",".111",".041","49.11"
"Shayne Fontana","ALL","11","Sr","Lynn","Sunshine State","OF","47","47","177","216","49","62","10","4","7","31","101","34","32","5","2","0","3","15","0",".350",".458",".571","1.029",".220",".399",".445",".157",".148",".032","47.99"
"Shea Pekarek","ALL","27","Fr","Concordia-St. Paul","NSIC","OF","13","4","16","17","2","2","0","0","0","4","2","7","0","1","0","0","0","0","0",".125",".176",".125",".301",".000",".222",".147",".412",".000",".000","-0.05"
"Shelby Reese","ALL","4","Sr","Southern Nazarene","GAC","INF","42","42","140","169","23","42","4","1","1","22","51","15","12","11","4","2","3","12","2",".300",".389",".364",".753",".064",".320",".338",".089",".071",".006","24.20"
"Sheldon Johnson","ALL","20","Fr","Lincoln (PA)","ECC","LF","31","26","96","106","12","21","4","0","0","4","25","24","7","3","0","0","0","0","1",".219",".292",".260",".552",".042",".292",".257",".226",".066",".000","7.70"
"Sheridan Coy","ALL","30","Sr","Columbus St.","Peach Belt","P","24","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".000",".000",".000","-0.10"
"Sirwalter Melendez","ALL","12","So","East Stroudsburg","PSAC","OF","43","18","56","72","12","17","5","0","1","9","25","9","11","4","1","0","3","5","1",".304",".444",".446",".890",".143",".340",".399",".125",".153",".014","11.89"
"Sisqo Scott","ALL","21","Sr","Virginia St.","DII Independent","INF","38","37","130","160","26","34","9","0","3","27","52","24","19","5","4","2","0","8","3",".262",".367",".400",".767",".138",".290",".338",".150",".119",".019","21.86"
"Skylar Brooks","ALL","3","So","Oakland City","DII Independent","PH","12","5","4","6","0","0","0","0","0","0","0","2","2","0","0","0","0","0","1",".000",".333",".000",".333",".000",".000",".230",".333",".333",".000","-0.12"
"Skyler Palermo","ALL","12","Sr","Tex. Permian Basin","Lone Star","UT","48","48","168","195","34","52","11","2","4","33","79","47","12","12","3","0","0","2","0",".310",".390",".470",".860",".161",".400",".378",".241",".062",".021","32.63"
"Skylor Murhpy","ALL","1","So","Augusta","Peach Belt","OF","39","33","118","149","24","32","2","1","1","8","39","32","22","5","2","2","1","7","1",".271",".401",".331",".732",".059",".356",".335",".215",".148",".007","20.67"
"Slayde Ortiz","ALL","31","Jr","Southeastern Okla.","GAC","UT","38","36","132","155","26","36","3","1","4","29","53","24","15","5","2","1","2","11","3",".273",".364",".402",".766",".129",".302",".340",".155",".097",".026","21.59"
"Spencer Bramwell","ALL","27","So","Colorado Mesa","RMAC","C","51","48","186","211","49","69","15","1","7","46","107","29","14","6","5","0","2","4","3",".371",".422",".575",".997",".204",".400",".428",".137",".066",".033","42.75"
"Spencer Cobb","ALL","36","Jr","West Chester","PSAC","C","2","0","2","3","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",".000",".333",".000",".333",".000",".000",".230",".333",".333",".000","0.11"
"Spencer Helwig","ALL","11","Jr","Walsh","G-MAC","C","12","4","19","22","1","6","1","0","0","0","7","7","3","0","0","0","1","0","0",".316",".409",".368",".777",".053",".500",".354",".318",".136",".000","2.89"
"Spencer Lloyd","ALL","16","Sr","Newman","Heartland","PH","15","12","38","44","1","9","3","0","0","2","12","11","5","0","0","1","0","1","1",".237",".326",".316",".642",".079",".333",".286",".250",".114",".000","4.07"
"Spencer Miller","ALL","12","Sr","Spring Hill","SIAC","C","45","40","124","162","34","30","7","0","4","22","49","21","29","7","1","1","1","6","2",".242",".410",".395",".805",".153",".260",".366",".130",".179",".025","23.91"
"Spencer Rudnik","ALL","17","Jr","Southwest Minn. St.","NSIC","C","23","16","35","40","6","10","2","0","0","5","12","13","2","2","0","1","0","2","1",".286",".359",".343",".702",".057",".455",".312",".325",".050",".000","4.72"
"Spencer Sackett","ALL","11","So","Ark.-Fort Smith","Heartland","OF","23","16","51","65","7","8","1","0","0","5","9","11","8","1","2","3","0","1","1",".157",".274",".176",".450",".020",".190",".211",".169",".123",".000","3.15"
"Spencer Sarringar","ALL","19","Fr","Northern St.","NSIC","C","41","26","103","118","22","32","6","0","5","21","53","26","9","6","0","0","0","6","1",".311",".398",".515",".913",".204",".375",".401",".220",".076",".042","21.72"
"Spencer Schultz","ALL","24","Sr","Union (TN)","Gulf South","INF","27","22","77","81","4","14","3","0","0","5","17","24","3","1","0","0","2","2","1",".182",".222",".221",".443",".039",".264",".202",".296",".037",".000","2.25"
"Spencer Sundahl","ALL","9","Sr","Cal St. LA","CCAA","C","45","45","179","208","24","46","12","0","5","34","73","46","23","3","3","0","0","2","7",".257",".346",".408",".754",".151",".313",".335",".221",".111",".024","24.89"
"Spencer Taack","ALL","36","So","Henderson St.","GAC","P","19","0","2","3","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0",".000",".333",".000",".333",".000",".000",".230",".333",".333",".000","0.11"
"Spencer Van Scoyoc","ALL","44","Jr","Central Okla.","Mid-America Intercollegiate","P","20","13","21","22","1","8","1","0","0","4","9","7","1","0","0","0","1","1","0",".381",".409",".429",".838",".048",".571",".372",".318",".045",".000","3.56"
"Spenser Larson","ALL","12","Jr","Northern St.","NSIC","OF","40","31","106","118","18","24","2","1","4","19","40","34","7","4","0","1","2","4","0",".226",".299",".377",".676",".151",".294",".300",".288",".059",".034","12.52"
"Stefan Mack","ALL","24","Fr","Morehouse","SIAC","OF","12","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000","1.000",".000",".000","-0.11"
"Stephan MacMeans","ALL","4","So","Saint Rose","NE10","OF","30","23","100","108","18","33","8","1","2","18","49","23","5","2","1","0","0","1","3",".330",".370",".490",".860",".160",".408",".375",".213",".046",".019","17.03"
"Stephen Giambra","ALL","26","So","Bridgeport","ECC","C","8","0","6","6","1","1","0","0","0","0","1","3","0","0","0","0","0","0","0",".167",".167",".167",".334",".000",".333",".148",".500",".000",".000","0.02"
"Stephen Hill","ALL","45","Sr","Saint Rose","NE10","P","9","7","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".000",".000",".000","-0.10"
"Stephen Kish","ALL","11","Jr","Cal St. Dom. Hills","CCAA","OF","18","4","28","29","1","7","2","0","0","6","9","9","1","0","0","0","0","1","0",".250",".276",".321",".597",".071",".368",".265",".310",".034",".000","2.57"
"Stephen Pim","ALL","18","Jr","Grand Valley St.","GLIAC","OF","18","2","14","17","1","2","0","0","0","1","2","4","3","0","0","0","0","0","0",".143",".294",".143",".437",".000",".200",".226",".235",".176",".000","0.85"
"Stephen Randazzo","ALL","9","Fr","Drury","GLVC","INF","5","0","3","5","1","1","0","0","0","1","1","2","2","0","0","0","0","0","0",".333",".600",".333",".933",".000","1.000",".454",".400",".400",".000","1.04"
"Stephen Skeggs","ALL","19","Sr","Emmanuel (GA)","Conference Carolinas","OF","33","9","39","47","12","8","0","1","0","2","10","16","6","1","0","1","1","2","0",".205",".326",".256",".582",".051",".348",".270",".340",".128",".000","4.09"
"Stephen Smith","ALL","5","Sr","Tampa","Sunshine State","OF","50","16","77","95","18","20","3","1","1","11","28","10","9","4","2","3","2","5","1",".260",".359",".364",".723",".104",".279",".315",".105",".095",".011","11.66"
"Stephon Hines","ALL","11","Jr","Virginia St.","DII Independent","OF","4","0","2","3","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0",".000",".333",".000",".333",".000",".000",".230",".667",".333",".000","0.10"
"Sterling Anderson","ALL","28","So","Davenport","GLIAC","INF","4","1","3","3","2","1","0","0","0","0","1","1","0","0","0","0","0","0","0",".333",".333",".333",".666",".000",".500",".297",".333",".000",".000","0.36"
"Sterling Smith","ALL","9","Sr","Benedict","SIAC","lf/rf","24","12","36","48","8","6","1","0","0","3","7","17","10","1","1","0","2","9","1",".167",".354",".194",".548",".028",".300",".278",".354",".208",".000","4.28"
"Steve Diedrich","ALL","20","Fr","Upper Iowa","NSIC","c","21","21","72","83","9","16","3","0","3","16","28","16","7","1","3","0","1","0","2",".222",".289",".389",".678",".167",".232",".296",".193",".084",".036","7.74"
"Steve Robinson","ALL","6","Sr","Cal St. East Bay","CCAA","UT","46","45","167","196","32","53","15","3","2","39","80","21","20","6","2","1","5","3","4",".317",".405",".479",".884",".162",".349",".386",".107",".102",".010","30.89"
"Steven Bonuz","ALL","29","Fr","Tex. A&M-Kingsville","Lone Star","C","31","24","78","99","17","24","11","0","0","17","35","18","19","2","0","0","0","1","0",".308",".455",".449",".904",".141",".400",".405",".182",".192",".000","17.49"
"Steven Bradbury","ALL","10","Jr","Truman","GLVC","2B","41","41","145","168","20","41","9","0","1","18","53","33","13","6","4","0","3","3","7",".283",".357",".366",".723",".083",".348",".324",".196",".077",".006","18.29"
"Steven Cox","ALL","18","Sr","Francis Marion","Peach Belt","UT","2","0","4","5","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0",".000",".200",".000",".200",".000",".000",".138",".200",".200",".000","-0.09"
"Steven DiPuglia","ALL","7","Sr","Flagler","Peach Belt","INF","51","50","187","210","25","45","7","1","0","19","54","29","18","1","0","4","5","8","4",".241",".311",".289",".600",".048",".285",".269",".138",".086",".000","17.07"
"Steven Jacobson","ALL","14","Jr","Washburn","Mid-America Intercollegiate","C","44","44","156","189","37","45","10","1","1","24","60","28","23","3","4","3","5","12","5",".288",".382",".385",".767",".096",".336",".338",".148",".122",".005","24.59"
"Steven Milke","ALL","18","Jr","Alabama Huntsville","Gulf South","INF","23","17","63","73","7","17","4","0","1","8","24","20","9","0","1","0","1","0","1",".270",".356",".381",".737",".111",".372",".330",".274",".123",".014","8.67"
"Steven Nessler","ALL","2","Sr","Concordia-St. Paul","NSIC","OF","32","20","65","71","6","16","0","1","0","4","18","19","2","1","0","3","2","2","1",".246",".279",".277",".556",".031",".348",".240",".268",".028",".000","4.79"
"Steven Ring","ALL","23","Sr","Hillsdale","G-MAC","C","48","48","157","208","45","58","9","0","18","58","121","29","43","4","4","0","1","1","1",".369",".505",".771","1.276",".401",".351",".526",".139",".207",".087","56.05"
"Steven Schuknecht","ALL","23","Jr","UC San Diego","CCAA","UT","45","31","97","133","22","24","2","2","5","21","45","40","24","9","0","3","0","3","2",".247",".438",".464",".902",".216",".365",".396",".301",".180",".038","22.50"
"Steven Tome","ALL","33","So","Malone","G-MAC","OF","1","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1.000","1.000","1.000","2.000",".000","1.000",".890",".000",".000",".000","0.66"
"Steven Torres","ALL","0","Fr","Barry","Sunshine State","OF","18","5","20","24","3","3","0","0","0","1","3","13","4","0","0","0","1","1","1",".150",".292",".150",".442",".000",".429",".226",".542",".167",".000","0.57"
"Steven Verdieck","ALL","38","So","Northwest Nazarene","Great Northwest","C","5","2","9","11","2","2","0","0","1","2","5","3","1","1","0","0","0","0","0",".222",".364",".556",".920",".333",".200",".400",".273",".091",".091","1.86"
"Steven Wynn","ALL","18","Jr","St. Mary's (TX)","Heartland","OF","20","6","23","29","7","4","0","1","0","4","6","7","5","1","0","0","0","3","1",".174",".345",".261",".606",".087",".250",".292",".241",".172",".000","2.91"
"Stevie Mangrum","ALL","17","Sr","Tampa","Sunshine State","OF","42","38","134","156","28","43","7","1","8","24","76","28","19","2","0","1","0","1","2",".321",".413",".567",".980",".246",".357",".422",".179",".122",".051","30.25"
"Stone King","ALL","20","So","Malone","G-MAC","1B","7","2","8","10","1","0","0","0","0","0","0","4","2","0","0","0","0","0","0",".000",".200",".000",".200",".000",".000",".138",".400",".200",".000","-0.21"
"Stone Romero","ALL","5","Jr","Colorado St.-Pueblo","RMAC","C","31","25","88","100","10","24","6","0","0","20","30","14","7","1","1","3","0","0","4",".273",".330",".341",".671",".068",".320",".292",".140",".070",".000","9.49"
"Syeed Mahdi","ALL","8","Sr","Shepherd","MEC","INF","47","47","138","177","29","47","5","0","13","50","91","33","26","10","2","1","3","12","3",".341",".472",".659","1.131",".319",".362",".478",".186",".147",".073","41.38"
"T. Brandon","ALL","17","So","Bluefield St.","DII Independent","RF","30","30","116","143","34","45","10","2","3","25","68","14","23","1","3","0","2","7","3",".388",".483",".586","1.069",".198",".412",".458",".098",".161",".021","32.09"
"T. Burner","ALL","41","N/A","West Va. Wesleyan","MEC","ss","13","9","32","35","1","7","2","0","0","6","9","6","3","0","0","0","1","0","0",".219",".286",".281",".567",".063",".269",".259",".171",".086",".000","2.35"
"T. Ford","ALL","0","N/A","Post","CACC","CF","40","39","148","170","43","49","7","9","5","21","89","29","20","1","0","1","0","15","1",".331",".414",".601","1.015",".270",".386",".432",".171",".118",".029","37.79"
"T. Melko","ALL","25","N/A","Post","CACC","1B","44","44","166","192","37","57","18","2","5","40","94","46","21","2","3","0","0","2","1",".343",".417",".566",".983",".223",".441",".422",".240",".109",".026","37.87"
"T. Ray","ALL","9","So","Bluefield St.","DII Independent","CF","20","19","75","82","9","23","5","0","0","16","28","16","6","1","0","0","0","2","4",".307",".366",".373",".739",".067",".390",".332",".195",".073",".000","9.85"
"T. Richards","ALL","1","N/A","Southern Wesleyan","Conference Carolinas","cf","33","29","94","109","17","19","1","0","0","7","20","22","7","1","2","5","1","4","3",".202",".260",".213",".473",".011",".257",".210",".202",".064",".000","5.12"
"T. Tibbs","ALL","12","So","Bluefield St.","DII Independent","2B","29","28","84","110","14","23","4","2","0","18","31","23","20","3","1","2","0","0","0",".274",".426",".369",".795",".095",".371",".358",".209",".182",".000","16.59"
"T. Voelker","ALL","53","N/A","Emmanuel (GA)","Conference Carolinas","ph","3","2","6","8","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0",".000",".250",".000",".250",".000",".000",".176",".000",".125",".000","0.04"
"T. White","ALL","50","N/A","West Va. Wesleyan","MEC","dh","3","0","5","5","1","1","0","0","0","0","1","1","0","0","0","0","0","0","1",".200",".200",".200",".400",".000",".250",".178",".200",".000",".000","-0.21"
